mouse_gene,human_gene
Dcaf8l,DCAF8L1
Spin4,SPIN4
Shisa8,SHISA8
Dcaf12l2,DCAF12L2
Dcaf12l1,DCAF12L2
Otud6a,OTUD6A
Gm55879,RN7SKP100
Ptprt,PTPRT
Magea13,MAGEC2
Crybb3,CRYBB3
Selenoo,SELENOO
Smim11,SMIM11
Ttc28,TTC28
Brs3,BRS3
Pank2,PANK2
Asb12,ASB12
Gstt4,GSTT4
Amer1,AMER1
Prdm15,PRDM15
Bpifc,BPIFC
Adm2,ADM2
Cmc4,CMC4
Mirlet7c-2,MIRLET7A3
Magea13,MAGEA8
Ldoc1,LDOC1
Magea13,MAGEA11
Tmem121b,TMEM121B
Gpr50,GPR50
Gm25622,RNU6-919P
Gm25600,RNU6-919P
Pasd1,PASD1
Ppp1r3d,PPP1R3D
Kcnk15,KCNK15
Iglc1,IGLL1
Iglc2,IGLL1
Iglc4,IGLL1
Iglc3,IGLL1
Rims4,RIMS4
Gm45015,PNMA6F
Pnma6e,PNMA6F
Lrrc74b,LRRC74B
Pdyn,PDYN
Gm54709,RN7SKP210
Fam246a,FAM246C
Zfp280b,ZNF280B
F8,F8
Cenpb,CENPB
Ggt1,GGTLC2
Prr32,PRR32
Aff2,AFF2
Bmp7,BMP7
Slc35e4,SLC35E4
Mchr1,MCHR1
Tug1,TUG1
Efcab8,EFCAB8
Glud1,GLUD2
Ddx17,DDX17
Sod1,SOD1
Adgrg4,ADGRG4
Tmc2,TMC2
Rab39b,RAB39B
Snord110,SNORD110
Gm23187,SNORD86
Gm23650,SNORD56
Snord57,SNORD57
Nap1l3,NAP1L3
Cebpb,CEBPB
Alox5ap,ALOX5AP
Rwdd2b,RWDD2B
Lgals2,LGALS2
Ccna1,CCNA1
Gm24317,RNU6-641P
Ttll8,TTLL8
Gm25652,RNU6-49P
Gm22236,RNU6-50P
Mir532,MIR532
Mir188,MIR188
Mir501,MIR501
Mir500,MIR502
Rimbp3,RIMBP3B
Hunk,HUNK
Mir223,MIR223
Mrtfa,MRTFA
Gm26020,RNU2-26P
Mir361,MIR361
Gm26011,RNU6-974P
Gm55405,RNU6-394P
Sumo3,SUMO3
Gm25107,SNORA35B
Gm22305,RNU6-555P
Gm22950,RNU6-1323P
Gm23453,RNU6-154P
Gm54436,RN7SKP31
Gm22295,RNU6-3P
Gm54559,RN7SKP149
Uspl1,USPL1
Mir509,MIR514A2
Mir509,MIR514A1
Gm56340,RN7SKP81
Mir509,MIR514A3
Gm56267,RNU1-115P
Gm22866,RNU1-115P
Mir511,MIR513B
Mir511,MIR513A2
Mir509,MIR514B
Mir509,MIR509-3
Mir509,MIR509-1
Gm55757,RNU6-382P
Zbtb21,ZBTB21
Cxcr3,CXCR3
Skor2,SKOR2
H2ab2,H2AB3
H2ab1,H2AB3
H2ab3,H2AB3
Opn1mw,OPN1LW
Rsph1,RSPH1
Ckap2,CKAP2
Opn1mw,OPN1MW
Ubl4a,UBL4A
Gm25115,RNU1-142P
Pde9a,PDE9A
Dsg3,DSG3
Tbx1,TBX1
Slc25a15,SLC25A15
Msl3,MSL3
Colec12,COLEC12
Ebpl,EBPL
Pitpnb,PITPNB
Dsg2,DSG2
Sap18b,SAP18
Sap18,SAP18
Dock9,DOCK9
Mn1,MN1
Gstt2,GSTT2
Iglv3,IGLV4-3
Iglc1,IGLL5
Iglc2,IGLL5
Iglc4,IGLL5
Iglc3,IGLL5
Serpinb8,SERPINB8
Iglc1,IGLC1
Iglc2,IGLC1
Iglc4,IGLC1
Iglc3,IGLC1
Iglc1,IGLC2
Iglc2,IGLC2
Iglc4,IGLC2
Iglc3,IGLC2
Iglc1,IGLC3
Iglc2,IGLC3
Iglc4,IGLC3
Iglc3,IGLC3
Iglc1,IGLC7
Iglc2,IGLC7
Iglc4,IGLC7
Iglc3,IGLC7
Ttr,TTR
Dsc2,DSC2
Tex29,TEX29
Cldn10,CLDN10
Eef1akmt1,EEF1AKMT1
Rimbp3,RIMBP3
Proz,PROZ
Vpreb3,VPREB3
Ribc2,RIBC2
Gm24223,RNU6-1161P
Pdxp,PDXP
Selenom,SELENOM
Col4a2,COL4A2
Gm56090,RN7SKP290
Tlr7,TLR7
Septin3,SEPTIN3
Ssxb15,SSX7
Ssxb16,SSX7
Ssxb6,SSX7
Ssxb2,SSX7
Ssxb3,SSX7
Ssxb14,SSX7
Ssxa1,SSX7
Ssxb10,SSX7
Ssxb8,SSX7
Ssxb9,SSX7
Ssxb1,SSX7
Ssxb13,SSX7
Ssxb5,SSX7
Gm22680,SNORD30
F8a,F8A3
Pabpc1l2b,PABPC1L2B
Pabpc1l2a,PABPC1L2B
Rbmxl2,RBMXL3
Ssxb15,SSX2B
Ssxb16,SSX2B
Ssxb6,SSX2B
Ssxb2,SSX2B
Ssxb3,SSX2B
Ssxb14,SSX2B
Ssxa1,SSX2B
Ssxb10,SSX2B
Ssxb8,SSX2B
Ssxb9,SSX2B
Ssxb1,SSX2B
Ssxb13,SSX2B
Ssxb5,SSX2B
Rab20,RAB20
Cul4a,CUL4A
Syn3,SYN3
Fam236f,FAM236A
Fam236e,FAM236A
Nalf2,NALF2
Gm24129,RNU6-202P
Gm23341,RNU6-202P
Atxn10,ATXN10
Ssxb15,SSX3
Ssxb16,SSX3
Ssxb6,SSX3
Ssxb2,SSX3
Ssxb3,SSX3
Ssxb14,SSX3
Ssxa1,SSX3
Ssxb10,SSX3
Ssxb8,SSX3
Ssxb9,SSX3
Ssxb1,SSX3
Ssxb13,SSX3
Ssxb5,SSX3
Ssxb15,SSX4
Ssxb16,SSX4
Ssxb6,SSX4
Ssxb2,SSX4
Ssxb3,SSX4
Ssxb14,SSX4
Ssxa1,SSX4
Ssxb10,SSX4
Ssxb8,SSX4
Ssxb9,SSX4
Ssxb1,SSX4
Ssxb13,SSX4
Ssxb5,SSX4
Wnt7b,WNT7B
Piga,PIGA
Pias2,PIAS2
Mov10l1,MOV10L1
Tmem191,TMEM191B
Flt1,FLT1
Sox3,SOX3
Gm25322,RNU6-934P
Serpinb5,SERPINB5
Gm55359,MIURF
Gm614,CXorf65
Fam83f,FAM83F
Nol4,NOL4
Shank3,SHANK3
Mir98,MIR98
Mirlet7f-2,MIRLET7F2
Gm25078,RNU6-330P
Nexmif,NEXMIF
Dusp21,DUSP21
Prr5,PRR5
Prps1,PRPS1
Setbp1,SETBP1
Gpr101,GPR101
Cacna1f,CACNA1F
Fbxo15,FBXO15
Atp7b,ATP7B
Kctd1,KCTD1
Dnajb7,DNAJB7
Gm22675,RNU6-379P
Gm56093,RNU6-338P
Dok6,DOK6
Vpreb1a,VPREB1
Vpreb1b,VPREB1
Lhfpl7,LHFPL7
Ttll12,TTLL12
Serpinb7,SERPINB7
Inpp5j,INPP5J
Zfp521,ZNF521
Ubqln2,UBQLN2
Atrx,ATRX
Sec11c,SEC11C
Ighv1-18,IGHV1OR15-1
Ighv1-78,IGHV1OR15-1
Ighv15-2,IGHV1OR15-1
Ighv1-22,IGHV1OR15-1
Ighv1-39,IGHV1OR15-1
Ighv1-76,IGHV1OR15-1
Ighv1-72,IGHV1OR15-1
Ighv1-64,IGHV1OR15-1
Ighv1-34,IGHV1OR15-1
Ighv1-67,IGHV1OR15-1
Ighv1-80,IGHV1OR15-1
Ighv1-77,IGHV1OR15-1
Ighv1-26,IGHV1OR15-1
Ighv1-53,IGHV1OR15-1
Ighv1-5,IGHV1OR15-1
Ighv1-9,IGHV1OR15-1
Ighv14-4,IGHV1OR15-1
Ighv1-62-1,IGHV1OR15-1
Ighv1-4,IGHV1OR15-1
Ighv1-63,IGHV1OR15-1
Ighv1-19,IGHV1OR15-1
Ighv1-82,IGHV1OR15-1
Ighv1-71,IGHV1OR15-1
Ighv1-49,IGHV1OR15-1
Ighv1-62-2,IGHV1OR15-1
Ighv1-55,IGHV1OR15-1
Ighv1-61,IGHV1OR15-1
Ighv1-24,IGHV1OR15-1
Ighv1-42,IGHV1OR15-1
Ighv1-52,IGHV1OR15-1
Ighv1-84,IGHV1OR15-1
Ighv1-31,IGHV1OR15-1
Ighv14-1,IGHV1OR15-1
Ighv1-11,IGHV1OR15-1
Ighv1-15,IGHV1OR15-1
Ighv1-69,IGHV1OR15-1
Ighv1-43,IGHV1OR15-1
Ighv1-56,IGHV1OR15-1
Ighv1-59,IGHV1OR15-1
Ighv1-37,IGHV1OR15-1
Ighv1-81,IGHV1OR15-1
Ighv1-20,IGHV1OR15-1
Ighv1-66,IGHV1OR15-1
Ighv1-75,IGHV1OR15-1
Ighv1-7,IGHV1OR15-1
Ighv1-62-3,IGHV1OR15-1
Ighv1-23,IGHV1OR15-1
Ighv1-36,IGHV1OR15-1
Ighv1-12,IGHV1OR15-1
Ighv14-3,IGHV1OR15-1
Ighv1-16,IGHV1OR15-1
Ighv1-47,IGHV1OR15-1
Ighv1-54,IGHV1OR15-1
Ighv1-85,IGHV1OR15-1
Ighv1-58,IGHV1OR15-1
Ighv1-74,IGHV1OR15-1
Ighv1-50,IGHV1OR15-1
Ighv14-2,IGHV1OR15-1
Hsbp1l1,HSBP1L1
Zfyve19,ZFYVE19
Aqp4,AQP4
Sgcz,SGCZ
Stc1,STC1
Unc5d,UNC5D
Myo5b,MYO5B
Gm14137,C15orf62
Gabrg3,GABRG3
Prtg,PRTG
Cct8l1,CCT8L2
Vsig1,VSIG1
Tnmd,TNMD
Shc4,SHC4
Dpysl2,DPYSL2
Gm25834,RNU6-935P
Arhgap36,ARHGAP36
AW554918,KIAA1328
Nxf7,NXF2
Nxf2,NXF2
Frmd5,FRMD5
Atp12a,ATP12A
Mrpl57,MRPL57
Ints6,INTS6
Slc25a37,SLC25A37
Pcyt1b,PCYT1B
Rnf125,RNF125
Mboat4,MBOAT4
Nptxr,NPTXR
Dock5,DOCK5
Arx,ARX
Mtcl1,MTCL1
Washc1,WASH6P
Ldhal6b,LDHAL6B
Herc1,HERC1
Lpin2,LPIN2
Taf7l2,TAF7L
Taf7l,TAF7L
Leprotl1,LEPROTL1
Ssxb15,SSX1
Ssxb16,SSX1
Ssxb6,SSX1
Ssxb2,SSX1
Ssxb3,SSX1
Ssxb14,SSX1
Ssxa1,SSX1
Ssxb10,SSX1
Ssxb8,SSX1
Ssxb9,SSX1
Ssxb1,SSX1
Ssxb13,SSX1
Ssxb5,SSX1
Tex11,TEX11
Gtf2f2,GTF2F2
Adra1a,ADRA1A
Skor1,SKOR1
Nkx3-1,NKX3-1
Nudt15,NUDT15
Klhl14,KLHL14
Pan3,PAN3
Foxb1,FOXB1
Tpgs2,TPGS2
Gchfr,GCHFR
Kif13b,KIF13B
Bcorl1,BCORL1
Tex30,TEX30
Rec114,REC114
Irs4,IRS4
Tbc1d21,TBC1D21
Esx1,ESX1
Pofut2,POFUT2
Ctag2l2,CTAG1A
Ctag2l1,CTAG1A
Ctag2,CTAG1A
Sash3,SASH3
Fem1b,FEM1B
Dclk1,DCLK1
Hcn4,HCN4
Gm25792,RNU6-496P
Srpx2,SRPX2
Cplx3,CPLX3
Golga2,GOLGA6A
Ct45a,CT45A3
Ct45a,CT45A6
R3hcc1,R3HCC1
Ct45a,CT45A2
Ct45a,CT45A8
Fbxl3,FBXL3
Ct45a,CT45A9
Mir505,MIR505
Gm7073,CXorf66
Ccbe1,CCBE1
Mir652,MIR652
Snord96a,SNORD96B
Sowahd,SOWAHD
Gm22784,SNORA69
Rnf113a1,RNF113A
Rnf113a2,RNF113A
Gm25792,RNU6-894P
Obi1,OBI1
Gspt2,GSPT2
Neto1,NETO1
Hykk,HYKK
Gm55877,RNU6-1225P
Cnmd,CNMD
Ssxb15,SSX5
Ssxb16,SSX5
Ssxb6,SSX5
Ssxb2,SSX5
Ssxb3,SSX5
Ssxb14,SSX5
Ssxa1,SSX5
Ssxb10,SSX5
Ssxb8,SSX5
Ssxb9,SSX5
Ssxb1,SSX5
Ssxb13,SSX5
Ssxb5,SSX5
Cstb,CSTB
Mageb18,MAGEB18
Mageb2,MAGEB6
Gm5071,MAGEB6
Mageb6b1,MAGEB6
Mageb1,MAGEB6
Mageb3,MAGEB6
Mageb6b2,MAGEB6
Mageb5,MAGEB5
Mageb5b,MAGEB5
Zfhx4,ZFHX4
Gatd3a,GATD3
Larp6,LARP6
Gm23429,RNU4-52P
Rnmt,RNMT
Rora,RORA
Hnf4g,HNF4G
Smim10l2a,SMIM10L2B
Dgkh,DGKH
Smim10l2a,SMIM10L2A
H2ab2,H2AB1
H2ab1,H2AB1
H2ab3,H2AB1
F8a,F8A1
Brwd1,BRWD1
Mmp16,MMP16
Gm55609,RNU6-589P
Gucy2f,GUCY2F
Kcne5,KCNE5
H2ab2,H2AB2
H2ab1,H2AB2
H2ab3,H2AB2
F8a,F8A2
Pgam1,PGAM4
Eid1,EID1
Gm24754,RNU6-1130P
Slc25a14,SLC25A14
Rttn,RTTN
Dcaf4,DCAF4L2
Igf1r,IGF1R
Slc7a13,SLC7A13
Car13,CA13
Fsbp,FSBP
Mcf2l,MCF2L
Ralyl,RALYL
Cep152,CEP152
Kcnv1,KCNV1
Gpr119,GPR119
Chrnb3,CHRNB3
Gm24921,RNU6-266P
Gm22583,RNU6-266P
Phex,PHEX
Tspyl5,TSPYL5
Trdc,TRDC
Kcns2,KCNS2
Pdxk,PDXK
Trdv5,TRDV3
Snai2,SNAI2
Six6,SIX6
Gm62087,MAGEB2
Mageb4,MAGEB2
Six4,SIX4
Fbxo43,FBXO43
Gabre,GABRE
Ccdc175,CCDC175
Gm55999,RN7SKP95
Gm54849,RN7SKP95
Gm25064,RNU6-1
Gm23096,RNU6-745P
Gm55875,RNU6-401P
Gm23641,RNU6-401P
Gm56200,RNU6-1339P
Gm26159,RNU6-185P
Gm54406,RN7SKP254
Gm26108,RNU2-3P
Gm22373,SNORD116-29
Gm22373,SNORD116-30
Ncald,NCALD
Pcnx1,PCNX1
Frmpd3,FRMPD3
Gm22496,SNORD115-32
Gm22496,SNORD115-38
Tyms,TYMS
Strc,STRC
Tmem35a,TMEM35A
Sat1,SAT1
Or13ae2,OR13H1
Spaca5,SPACA5B
Stard8,STARD8
Odf1,ODF1
Cyb5a,CYB5A
4933412E24Rik,CXorf49B
Gm3858,CXorf49B
8030474K03Rik,CXorf49B
Gm4779,CXorf49B
Opn1mw,OPN1MW2
B3galt5,B3GALT5
Bhlhe22,BHLHE22
Gphb5,GPHB5
Fam236f,FAM236D
Fam236e,FAM236D
Actrt1,ACTRT1
4933412E24Rik,CXorf49
Gm3858,CXorf49
8030474K03Rik,CXorf49
Gm4779,CXorf49
Ccdc177,CCDC177
Ctag2l2,CTAG1B
Ctag2l1,CTAG1B
Ctag2,CTAG1B
Kcnh5,KCNH5
Ctag2l2,CTAG2
Ctag2l1,CTAG2
Ctag2,CTAG2
Pmaip1,PMAIP1
Pkhd1l1,PKHD1L1
Ttc39c,TTC39C
Amot,AMOT
Usp25,USP25
Gm55901,RNU6-610P
Ska3,SKA3
Gm55901,RNU6-354P
Ell3,ELL3
Sptssa,SPTSSA
Ssxb15,SSX4B
Ssxb16,SSX4B
Ssxb6,SSX4B
Ssxb2,SSX4B
Ssxb3,SSX4B
Ssxb14,SSX4B
Ssxa1,SSX4B
Ssxb10,SSX4B
Ssxb8,SSX4B
Ssxb9,SSX4B
Ssxb1,SSX4B
Ssxb13,SSX4B
Ssxb5,SSX4B
Slc35f4,SLC35F4
Gm4984,MPC1L
Mettl4,METTL4
Gm22953,MIR1282
Pds5b,PDS5B
Gm23947,RNU6-18P
Golga2,GOLGA8O
Ly6d,LY6D
Clec14a,CLEC14A
Tg,TG
Ska1,SKA1
Nkx2-4,NKX2-4
Rgs6,RGS6
Nkx2-2,NKX2-2
4930503L19Rik,C18orf54
H2bw2,H2BW1
Pcdh11x,PCDH11X
Rcl1,RCL1
Snx33,SNX33
Catsper2,CATSPER2
Gm24268,RNU6-147P
Gm25257,RNU6-147P
Snai1,SNAI1
Pnma3,PNMA3
F9,F9
Brd10,BRD10
Haus1,HAUS1
Dmrta1,DMRTA1
Lurap1l,LURAP1L
Fmr1nb,FMR1NB
Mir9-3,MIR9-3
Magea8,MAGEA10
Magea1,MAGEA10
Magea4,MAGEA10
Magea3,MAGEA10
Magea9,MAGEA10
Magea14,MAGEA10
Magea10,MAGEA10
Magea5,MAGEA10
Magea6,MAGEA10
Magea2,MAGEA10
Gml2,GML
Gml,GML
Pax5,PAX5
Cd93,CD93
Slc12a6,SLC12A6
Lypd2,LYPD2
Frmd7,FRMD7
Slurp1,SLURP1
Proser1,PROSER1
Csmd3,CSMD3
Rbbp8,RBBP8
Cdk8,CDK8
Ndufv3,NDUFV3
Gabrq,GABRQ
Pnma5,PNMA5
Kcne1,KCNE1
Nhs,NHS
Mir450b,MIR450B
Mir450-1,MIR450A1
Mir450-2,MIR450A2
Mir542,MIR542
Mir322,MIR424
Vps26c,VPS26C
Fam120c,FAM120C
Tmem185a,TMEM185A
Dach2,DACH2
Ccdc85c,CCDC85C
Sntb1,SNTB1
Atxn3,ATXN3L
Impa2,IMPA2
Arhgef7,ARHGEF7
Brcc3,BRCC3
Brcc3dc,BRCC3
Dop1b,DOP1B
Has2,HAS2
Gm23199,RNU6-1218P
Gm24537,RNU6-295P
Gm25792,RNU6-122P
Gm24641,RNU6-13P
Tex13d,TEX13D
Tex13c1,TEX13D
Gm23735,RNU1-101P
Cnga2,CNGA2
Mir124a-2,MIR124-2
B4galt6,B4GALT6
Ighv7-1,IGHV3-15
Ighv7-4,IGHV3-15
Ighv7-2,IGHV3-15
Ighv7-3,IGHV3-15
Gm24037,RNU2-54P
Gm54396,MIR378D2
Gm54971,RNU6-1220P
Clba1,CLBA1
Gm24523,SNORA72
Chic1,CHIC1
Gm22821,RNU6-12P
Gm24061,SNORA72
Slc28a3,SLC28A3
Gm24905,RNU6-442P
Gm24646,RNU6-442P
Npbwr1,NPBWR1
Gm23330,RNVU1-32
Gm715,HAPSTR2
Ssxb15,SSX2
Ssxb16,SSX2
Ssxb6,SSX2
Ssxb2,SSX2
Ssxb3,SSX2
Ssxb14,SSX2
Ssxa1,SSX2
Ssxb10,SSX2
Ssxb8,SSX2
Ssxb9,SSX2
Ssxb1,SSX2
Ssxb13,SSX2
Ssxb5,SSX2
Ahnak2,AHNAK2
Ighv1-18,IGHV1-24
Ighv1-78,IGHV1-24
Ighv15-2,IGHV1-24
Ighv1-22,IGHV1-24
Ighv1-39,IGHV1-24
Ighv1-76,IGHV1-24
Ighv1-72,IGHV1-24
Ighv1-64,IGHV1-24
Ighv1-34,IGHV1-24
Ighv1-67,IGHV1-24
Ighv1-80,IGHV1-24
Ighv1-77,IGHV1-24
Ighv1-26,IGHV1-24
Ighv1-53,IGHV1-24
Ighv1-5,IGHV1-24
Ighv1-9,IGHV1-24
Ighv14-4,IGHV1-24
Ighv1-62-1,IGHV1-24
Ighv1-4,IGHV1-24
Ighv1-63,IGHV1-24
Ighv1-19,IGHV1-24
Ighv1-82,IGHV1-24
Ighv1-71,IGHV1-24
Ighv1-49,IGHV1-24
Ighv1-62-2,IGHV1-24
Ighv1-55,IGHV1-24
Ighv1-61,IGHV1-24
Ighv1-24,IGHV1-24
Ighv1-42,IGHV1-24
Ighv1-52,IGHV1-24
Ighv1-84,IGHV1-24
Ighv1-31,IGHV1-24
Ighv14-1,IGHV1-24
Ighv1-11,IGHV1-24
Ighv1-15,IGHV1-24
Ighv1-69,IGHV1-24
Ighv1-43,IGHV1-24
Ighv1-56,IGHV1-24
Ighv1-59,IGHV1-24
Ighv1-37,IGHV1-24
Ighv1-81,IGHV1-24
Ighv1-20,IGHV1-24
Ighv1-66,IGHV1-24
Ighv1-75,IGHV1-24
Ighv1-7,IGHV1-24
Ighv1-62-3,IGHV1-24
Ighv1-23,IGHV1-24
Ighv1-36,IGHV1-24
Ighv1-12,IGHV1-24
Ighv14-3,IGHV1-24
Ighv1-16,IGHV1-24
Ighv1-47,IGHV1-24
Ighv1-54,IGHV1-24
Ighv1-85,IGHV1-24
Ighv1-58,IGHV1-24
Ighv1-74,IGHV1-24
Ighv1-50,IGHV1-24
Ighv14-2,IGHV1-24
Ccn4,CCN4
Trappc8,TRAPPC8
Ighv8-8,IGHV2-26
Ighv8-5,IGHV2-26
Ighv8-12,IGHV2-26
Ighv8-11,IGHV2-26
Ighv8-4,IGHV2-26
Ighv8-9,IGHV2-26
Ighv8-2,IGHV2-26
Ighv8-13,IGHV2-26
Ighv8-6,IGHV2-26
Ighv1-18,IGHV1-18
Ighv1-78,IGHV1-18
Ighv15-2,IGHV1-18
Ighv1-22,IGHV1-18
Ighv1-39,IGHV1-18
Ighv1-76,IGHV1-18
Ighv1-72,IGHV1-18
Ighv1-64,IGHV1-18
Ighv1-34,IGHV1-18
Ighv1-67,IGHV1-18
Ighv1-80,IGHV1-18
Ighv1-77,IGHV1-18
Ighv1-26,IGHV1-18
Ighv1-53,IGHV1-18
Ighv1-5,IGHV1-18
Ighv1-9,IGHV1-18
Ighv14-4,IGHV1-18
Ighv1-62-1,IGHV1-18
Ighv1-4,IGHV1-18
Ighv1-63,IGHV1-18
Ighv1-19,IGHV1-18
Ighv1-82,IGHV1-18
Ighv1-71,IGHV1-18
Ighv1-49,IGHV1-18
Ighv1-62-2,IGHV1-18
Ighv1-55,IGHV1-18
Ighv1-61,IGHV1-18
Ighv1-24,IGHV1-18
Ighv1-42,IGHV1-18
Ighv1-52,IGHV1-18
Ighv1-84,IGHV1-18
Ighv1-31,IGHV1-18
Ighv14-1,IGHV1-18
Ighv1-11,IGHV1-18
Ighv1-15,IGHV1-18
Ighv1-69,IGHV1-18
Ighv1-43,IGHV1-18
Ighv1-56,IGHV1-18
Ighv1-59,IGHV1-18
Ighv1-37,IGHV1-18
Ighv1-81,IGHV1-18
Ighv1-20,IGHV1-18
Ighv1-66,IGHV1-18
Ighv1-75,IGHV1-18
Ighv1-7,IGHV1-18
Ighv1-62-3,IGHV1-18
Ighv1-23,IGHV1-18
Ighv1-36,IGHV1-18
Ighv1-12,IGHV1-18
Ighv14-3,IGHV1-18
Ighv1-16,IGHV1-18
Ighv1-47,IGHV1-18
Ighv1-54,IGHV1-18
Ighv1-85,IGHV1-18
Ighv1-58,IGHV1-18
Ighv1-74,IGHV1-18
Ighv1-50,IGHV1-18
Ighv14-2,IGHV1-18
Tyrp1,TYRP1
Rpl10l,RPL10L
Sertm2,SERTM2
Gm56207,RNU12-2P
Gm55022,RNU12-2P
Pi15,PI15
Gm23296,RNU6-8
Gm24859,RNU6-8
Gm26257,RNU6-1261P
Gm23296,RNU6-7
Gm24859,RNU6-7
Gm22443,RNU6-301P
Atp7a,ATP7A
Gna14,GNA14
Gm25793,RNU6-552P
Gm56393,Y_RNA
Gm23379,RNU6-91P
Tspear,TSPEAR
Foxd4,FOXD4L3
Gm54519,RN7SKP206
Scrt1,SCRT1
Slc39a4,SLC39A4
Grin3a,GRIN3A
Slx9,SLX9
Psmb11,PSMB11
Thtpa,THTPA
Cylc2,CYLC2
Barx1,BARX1
Gm24016,SNORD54
Mos,MOS
Gm26003,SNORA71A
Gm55920,SNORA71A
Gm23925,SNORA71
Tcl1,TCL1A
Cxadr,CXADR
Gm1123,CXADR
Ndrg1,NDRG1
Vps13a,VPS13A
Sall3,SALL3
Or4l15,OR4L1
Or4l1,OR4L1
Tgif1,TGIF1
Or11h6,OR11H6
Or11h7,OR11H7
Or11h23,OR11H7
Mrps31,MRPS31
Klhl33,KLHL33
Rs1,RS1
Gm61616,SUPT20HL1
Gm61617,SUPT20HL1
Glod5,GLOD5
Eras,ERAS
Or6s1,OR6S1
Gm24086,RNU6-722P
Gm24595,SNORA11G
Gm24907,SNORA11G
Prmt2,PRMT2
Gm61616,SUPT20HL2
Gm61617,SUPT20HL2
Eddm3b,EDDM3A
Gm26054,RNU6-30P
Eddm3b,EDDM3B
Armcx4,ARMCX4
Ear14,RNASE2
Ear1,RNASE2
Ear10,RNASE2
Ear2,RNASE2
Rnase2b,RNASE2
Rnase2a,RNASE2
Ear6,RNASE2
Stard13,STARD13
Slc39a2,SLC39A2
Frmpd4,FRMPD4
Tppp2,TPPP2
Smim9,SMIM9
Rnase13,RNASE13
Ice1,ICE1
Gm14569,KIAA1210
Or5au1,OR5AU1
Timm21,TIMM21
Spaca5,SPACA5
Ct45a,CT45A7
Lage3,LAGE3
Gm26104,RNU6-98P
Marchf11,MARCHF11
Adarb2,ADARB2
Snora28,SNORA28
Hs6st2,HS6ST2
Tmem179,TMEM179
H2al1c,H2AL1Q
H2al1i,H2AL1Q
H2al1k,H2AL1Q
H2al1a,H2AL1Q
H2al1m,H2AL1Q
H2al1f,H2AL1Q
H2al2c,H2AL1Q
H2al1o,H2AL1Q
H2al1j,H2AL1Q
H2al2b,H2AL1Q
H2al1e,H2AL1Q
H2al1b,H2AL1Q
H2al1d,H2AL1Q
H2al2a,H2AL1Q
H2al1h,H2AL1Q
H2al1g,H2AL1Q
H2al1n,H2AL1Q
Dgat2l6,DGAT2L6
Myo10,MYO10
Ndc80,NDC80
Awat1,AWAT1
Acbd7,ACBD7
Gm25102,RNU4-22P
P2ry4,P2RY4
Arr3,ARR3
Cubn,CUBN
Gm25740,RNU6-1162P
Cpap,CPAP
Mir770,MIR770
Mir337,MIR337
Mir665,MIR665
Mir431,MIR431
Mir433,MIR433
Mir127,MIR127
Mir370,MIR370
Gm24564,SNORD113-3
Gm55109,SNORD113-4
AF357425,SNORD113-6
Gm55993,SNORD113-6
Gm55110,SNORD113-9
AF357341,SNORD114-1
Gm22981,SNORD114-1
AF357428,SNORD114-1
Gm23736,SNORD114-1
Gm25856,SNORD114-1
AF357341,SNORD114-3
Gm22981,SNORD114-3
AF357428,SNORD114-3
Gm23736,SNORD114-3
Gm25856,SNORD114-3
AF357341,SNORD114-11
Gm22981,SNORD114-11
AF357428,SNORD114-11
Gm23736,SNORD114-11
Gm25856,SNORD114-11
AF357341,SNORD114-13
Gm22981,SNORD114-13
AF357428,SNORD114-13
Gm23736,SNORD114-13
Gm25856,SNORD114-13
Gm23787,SNORD114-14
AF357341,SNORD114-16
Gm22981,SNORD114-16
AF357428,SNORD114-16
Gm23736,SNORD114-16
Gm25856,SNORD114-16
Gm25854,SNORD114-21
Gm23347,SNORD114-21
Gm22205,SNORD114-23
Gm22205,SNORD114-24
DQ267102,SNORD114-30
Gm23508,SNORD114-30
Gm24598,SNORD114-30
Gm55112,SNORD114-30
Gm26922,SNORD114-30
Gm25357,SNORD114-30
Gm25224,SNORD114-30
DQ267100,SNORD114-30
DQ267101,SNORD114-30
Gm24895,SNORD114-30
Gm55493,SNORD114-30
Gm55111,SNORD114-30
Mir299a,MIR299
Mir323,MIR323A
Mir494,MIR494
Trpc5,TRPC5
Mir381,MIR381
Gm54710,MIR544A
Mir382,MIR382
Mir134,MIR134
Mir668,MIR668
Mir154,MIR154
Mir496a,MIR496
Mir377,MIR377
Mir541,MIR541
Mir409,MIR409
Gm54371,MIR409
Mir412,MIR412
Mir410,MIR410
Tex13d,TEX13C
Tex13c1,TEX13C
Rtl9,RTL9
Adnp2,ADNP2
Armc3,ARMC3
Vps4b,VPS4B
Gm22573,RNU6-953P
Mir147,MIR147B
Gm25409,SNORA41B
Bloc1s6,BLOC1S6
Il2rg,IL2RG
Vsx1,VSX1
Tssk4,TSSK4
Gm56005,RN7SKP252
Ammecr1,AMMECR1
Ankrd7,POTEA
Potefam3b,POTEA
Potefam3a,POTEA
Potefam3e,POTEA
Potefam3f,POTEA
Potefam3d,POTEA
Potefam3c,POTEA
Potefam1,POTEA
Nop9,NOP9
Pwwp4d,PWWP4
Pwwp4a,PWWP4
Pwwp4b,PWWP4
Pwwp4c,PWWP4
Sh2d1a,SH2D1A
Dlgap2,DLGAP2
Gm54941,RN7SKP33
Gm55949,RN7SKP33
